"x"
"615"	"ENSMUSG00000026542.5"
"616"	"ENSMUSG00000026564.4"
"617"	"ENSMUSG00000026574.4"
"618"	"ENSMUSG00000026576.7"
"619"	"ENSMUSG00000026586.10"
"620"	"ENSMUSG00000026587.9"
"621"	"ENSMUSG00000026604.11"
"622"	"ENSMUSG00000026605.8"
"623"	"ENSMUSG00000026640.6"
"624"	"ENSMUSG00000026649.8"
"625"	"ENSMUSG00000026674.3"
"626"	"ENSMUSG00000026678.5"
"627"	"ENSMUSG00000026712.2"
"628"	"ENSMUSG00000026725.11"
"629"	"ENSMUSG00000026787.3"
"630"	"ENSMUSG00000026815.8"
"631"	"ENSMUSG00000026822.9"
"632"	"ENSMUSG00000026834.7"
"633"	"ENSMUSG00000026837.9"
"634"	"ENSMUSG00000026866.10"
"635"	"ENSMUSG00000026872.10"
"636"	"ENSMUSG00000026923.9"
"637"	"ENSMUSG00000026980.9"
"638"	"ENSMUSG00000026999.8"
"639"	"ENSMUSG00000027009.12"
"640"	"ENSMUSG00000027015.4"
"641"	"ENSMUSG00000027070.8"
"642"	"ENSMUSG00000027087.5"
"643"	"ENSMUSG00000027133.3"
"644"	"ENSMUSG00000027170.6"
"645"	"ENSMUSG00000027186.8"
"646"	"ENSMUSG00000027200.11"
"647"	"ENSMUSG00000027201.10"
"648"	"ENSMUSG00000027204.7"
"649"	"ENSMUSG00000027206.7"
"650"	"ENSMUSG00000027220.2"
"651"	"ENSMUSG00000027221.5"
"652"	"ENSMUSG00000027230.9"
"653"	"ENSMUSG00000027239.8"
"654"	"ENSMUSG00000027253.9"
"655"	"ENSMUSG00000027254.7"
"656"	"ENSMUSG00000027261.2"
"657"	"ENSMUSG00000027270.8"
"658"	"ENSMUSG00000027276.7"
"659"	"ENSMUSG00000027293.7"
"660"	"ENSMUSG00000027297.8"
"661"	"ENSMUSG00000027312.8"
"662"	"ENSMUSG00000027313.3"
"663"	"ENSMUSG00000027314.6"
"664"	"ENSMUSG00000027315.7"
"665"	"ENSMUSG00000027318.11"
"666"	"ENSMUSG00000027340.9"
"667"	"ENSMUSG00000027350.8"
"668"	"ENSMUSG00000027356.8"
"669"	"ENSMUSG00000027360.5"
"670"	"ENSMUSG00000027375.8"
"671"	"ENSMUSG00000027376.9"
"672"	"ENSMUSG00000027377.2"
"673"	"ENSMUSG00000027397.8"
"674"	"ENSMUSG00000027400.5"
"675"	"ENSMUSG00000027401.9"
"676"	"ENSMUSG00000027435.8"
"677"	"ENSMUSG00000027447.6"
"678"	"ENSMUSG00000027485.9"
"679"	"ENSMUSG00000027499.7"
"680"	"ENSMUSG00000027500.9"
"681"	"ENSMUSG00000027524.3"
"682"	"ENSMUSG00000027533.10"
